id: 0x4f4, data: ['0x00', '0x00', '0x00', '0x00', '0x7d', '0x00', '0x00', '0xee'], timestamp: 1723602079.8425741
id: 0x492, data: ['0x00', '0x7f', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602106.5335736
id: 0x45b, data: ['0xf9', '0x87', '0x19', '0x6a', '0x00', '0x67', '0x7b', '0x82'], timestamp: 1723602106.5550764
id: 0x31b, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x6b'], timestamp: 1723602106.575574
id: 0x7f0, data: ['0xdb', '0xe8', '0x9d', '0x65', '0xad', '0x04', '0x96', '0xed'], timestamp: 1723602106.5955737
id: 0x1f9, data: ['0x00', '0xa8', '0x00', '0x00', '0x39', '0x00', '0xac', '0xb7'], timestamp: 1723602106.6150732
id: 0x4ed, data: ['0xba', '0x37', '0x27', '0xdc', '0x96', '0xa8', '0x3f', '0xb4'], timestamp: 1723602106.6340735
id: 0x10d, data: ['0x62', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602106.6530743
id: 0x561, data: ['0x57', '0x00', '0xa8', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602106.6725738
id: 0x3db, data: ['0x00', '0x00', '0x00', '0x6d', '0x00', '0x58', '0x00', '0x10'], timestamp: 1723602106.692074
id: 0x153, data: ['0x00', '0x00', '0x00', '0x84', '0x00', '0xe2', '0x18', '0x00'], timestamp: 1723602106.7115738
id: 0x7e5, data: ['0x00', '0x00', '0x00', '0x31', '0x72', '0x00', '0x00', '0xc7'], timestamp: 1723602106.730574
id: 0x10d, data: ['0xc6', '0xd9', '0xf3', '0xbe', '0x15', '0x95', '0x2f', '0x00'], timestamp: 1723602106.7500732
id: 0x0a3, data: ['0x00', '0xde', '0x89', '0x2b', '0x1d', '0x00', '0x35', '0x2d'], timestamp: 1723602106.7700737
id: 0x22b, data: ['0x3d', '0x00', '0x08', '0xbc', '0x71', '0x00', '0x2b', '0x4c'], timestamp: 1723602106.7910736
id: 0x5da, data: ['0x00', '0x00', '0x00', '0x49', '0x00', '0xf8', '0x6e', '0x12'], timestamp: 1723602106.8110738
id: 0x317, data: ['0x00', '0xbd', '0x00', '0x77', '0xd7', '0xd4', '0xc6', '0xf8'], timestamp: 1723602106.831073
id: 0x6fb, data: ['0xf4', '0xc4', '0xdd', '0x29', '0x0a', '0x4e', '0x32', '0x92'], timestamp: 1723602106.8500736
id: 0x5f3, data: ['0x00', '0x92', '0x00', '0x1c', '0x00', '0x02', '0x00', '0x00'], timestamp: 1723602106.869574
id: 0x3b1, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x82'], timestamp: 1723602106.8890738
id: 0x088, data: ['0xef', '0xbb', '0x7c', '0x53', '0xb2', '0x00', '0x7a', '0xf3'], timestamp: 1723602106.9080737
id: 0x4de, data: ['0x2b', '0x1c', '0x3b', '0x00', '0x9e', '0x89', '0x00', '0xb6'], timestamp: 1723602106.9270735
id: 0x751, data: ['0xd5', '0x9e', '0x4a', '0x77', '0xe9', '0x6d', '0x4f', '0x12'], timestamp: 1723602106.947574
id: 0x3cc, data: ['0xa7', '0x70', '0x41', '0x33', '0xdd', '0x84', '0xcf', '0xf4'], timestamp: 1723602106.9660752
id: 0x2e7, data: ['0x6c', '0x55', '0xe5', '0x00', '0x27', '0xc7', '0xb4', '0x00'], timestamp: 1723602106.986074
id: 0x0e5, data: ['0x7c', '0x00', '0x00', '0xb4', '0x00', '0x00', '0x40', '0x2b'], timestamp: 1723602107.0085738
id: 0x6d0, data: ['0x72', '0xd2', '0x28', '0xb5', '0x07', '0x98', '0xe2', '0xbf'], timestamp: 1723602107.0320737
id: 0x03a, data: ['0x6b', '0x07', '0xe8', '0xab', '0x92', '0x0f', '0x00', '0x7f'], timestamp: 1723602107.051574
id: 0x094, data: ['0x36', '0x3c', '0x00', '0x86', '0xf3', '0x3e', '0xfb', '0x81'], timestamp: 1723602107.0720737
id: 0x132, data: ['0xba', '0xbf', '0xc9', '0x21', '0xb6', '0x00', '0x96', '0xbe'], timestamp: 1723602107.0915737
id: 0x4ec, data: ['0x47', '0x51', '0x00', '0x00', '0x00', '0xf1', '0x00', '0x00'], timestamp: 1723602107.1115744
id: 0x595, data: ['0x00', '0xd8', '0xbe', '0xa0', '0x20', '0xd1', '0x84', '0xc1'], timestamp: 1723602107.1330955
id: 0x15b, data: ['0xbd', '0x68', '0x4e', '0x56', '0x00', '0x9a', '0x54', '0x00'], timestamp: 1723602107.153074
id: 0x4e3, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0xa8', '0x00', '0x00'], timestamp: 1723602107.172574
id: 0x2de, data: ['0x8c', '0xb7', '0x00', '0x75', '0x23', '0xaa', '0xc8', '0x00'], timestamp: 1723602107.193074
id: 0x5a5, data: ['0x05', '0x00', '0x48', '0x00', '0x43', '0x00', '0xf8', '0x27'], timestamp: 1723602107.212575
id: 0x263, data: ['0x1f', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602107.2330742
id: 0x668, data: ['0x52', '0xe6', '0xad', '0x97', '0x81', '0x5c', '0x00', '0xf8'], timestamp: 1723602107.2530737
id: 0x40d, data: ['0x00', '0x96', '0x8d', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602107.2725737
id: 0x3ae, data: ['0x00', '0x00', '0x97', '0x00', '0x00', '0xa6', '0x00', '0x00'], timestamp: 1723602107.291574
id: 0x798, data: ['0x00', '0x47', '0xdb', '0xdc', '0x00', '0x6d', '0x77', '0xe0'], timestamp: 1723602107.3115737
id: 0x0d3, data: ['0x6f', '0x83', '0x00', '0xec', '0x00', '0xab', '0x00', '0x70'], timestamp: 1723602107.3310738
id: 0x7c7, data: ['0x9e', '0x47', '0x16', '0x00', '0x4c', '0x5d', '0x00', '0x00'], timestamp: 1723602107.3525736
id: 0x3a5, data: ['0x3b', '0xb7', '0x01', '0x00', '0x00', '0x96', '0x91', '0xe4'], timestamp: 1723602107.372074
id: 0x148, data: ['0x45', '0x58', '0xfb', '0x00', '0x62', '0x9e', '0x80', '0x83'], timestamp: 1723602107.3910751
id: 0x089, data: ['0x00', '0x00', '0x78', '0x00', '0xdc', '0x00', '0x8f', '0x52'], timestamp: 1723602107.4110737
id: 0x678, data: ['0x9d', '0x63', '0x66', '0x47', '0x00', '0x08', '0x00', '0x0b'], timestamp: 1723602107.4375737
id: 0x630, data: ['0x16', '0x1b', '0xb1', '0x9d', '0x00', '0x1b', '0x76', '0x00'], timestamp: 1723602107.4590743
id: 0x009, data: ['0x00', '0xd6', '0x00', '0x11', '0x00', '0x6b', '0x00', '0x99'], timestamp: 1723602107.4805744
id: 0x6b1, data: ['0x6e', '0xb1', '0x00', '0x10', '0x5f', '0xee', '0x00', '0x2f'], timestamp: 1723602107.5025737
id: 0x6fc, data: ['0x1f', '0xd8', '0x00', '0xb9', '0x45', '0xbb', '0xa3', '0x3f'], timestamp: 1723602107.5235734
id: 0x4e4, data: ['0x00', '0x00', '0xd4', '0x00', '0x05', '0xd0', '0xab', '0x00'], timestamp: 1723602107.544574
id: 0x0fc, data: ['0x00', '0x8b', '0xd6', '0x00', '0x00', '0x00', '0x00', '0x51'], timestamp: 1723602107.564574
id: 0x76f, data: ['0x00', '0x4f', '0xa0', '0x00', '0x07', '0x00', '0x00', '0x00'], timestamp: 1723602107.585574
id: 0x6c4, data: ['0x00', '0x07', '0x00', '0x00', '0x00', '0x00', '0x00', '0x33'], timestamp: 1723602107.6055737
id: 0x2c4, data: ['0xe7', '0x00', '0x00', '0x00', '0x70', '0x00', '0x00', '0x00'], timestamp: 1723602107.6245737
id: 0x301, data: ['0x79', '0x00', '0x00', '0x17', '0x00', '0x96', '0x00', '0xd1'], timestamp: 1723602107.6445737
id: 0x186, data: ['0x33', '0x9f', '0x30', '0xbf', '0x00', '0x49', '0x52', '0x6f'], timestamp: 1723602107.6650739
id: 0x60a, data: ['0x00', '0x68', '0x00', '0x00', '0x6c', '0x00', '0x00', '0x00'], timestamp: 1723602107.6850739
id: 0x520, data: ['0xb1', '0x3d', '0x7b', '0x00', '0xc4', '0xbe', '0x33', '0x00'], timestamp: 1723602107.7040737
id: 0x040, data: ['0x00', '0x5c', '0x00', '0x00', '0x00', '0x17', '0x00', '0xb1'], timestamp: 1723602107.7245736
id: 0x1ac, data: ['0x00', '0x00', '0x00', '0x42', '0xbe', '0x63', '0x00', '0x00'], timestamp: 1723602107.744574
id: 0x233, data: ['0x00', '0x00', '0x0d', '0x00', '0x00', '0x00', '0x2b', '0x00'], timestamp: 1723602107.7640736
id: 0x31e, data: ['0xaa', '0xcd', '0x4a', '0x08', '0x7d', '0x00', '0xf3', '0xd3'], timestamp: 1723602107.7845743
id: 0x4ef, data: ['0x39', '0x5e', '0x75', '0x60', '0x5c', '0x37', '0x00', '0x70'], timestamp: 1723602107.8045738
id: 0x209, data: ['0x00', '0x00', '0x00', '0xbb', '0x00', '0x00', '0x83', '0x00'], timestamp: 1723602107.8245738
id: 0x718, data: ['0xa7', '0x42', '0x33', '0x7a', '0xd1', '0x00', '0x00', '0xa2'], timestamp: 1723602107.8445747
id: 0x3c3, data: ['0x00', '0x34', '0xd4', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602107.8655736
id: 0x406, data: ['0xc4', '0xf6', '0x32', '0x00', '0x7e', '0x8d', '0x2b', '0x53'], timestamp: 1723602107.8850758
id: 0x4d1, data: ['0xde', '0xa6', '0x00', '0xca', '0x69', '0x00', '0x4e', '0xa8'], timestamp: 1723602107.9055736
id: 0x5cd, data: ['0xef', '0xe5', '0x00', '0x2e', '0x58', '0x4e', '0x00', '0x07'], timestamp: 1723602107.9260738
id: 0x05a, data: ['0x00', '0x93', '0x4d', '0x00', '0x00', '0x00', '0xbb', '0x17'], timestamp: 1723602107.945575
id: 0x63c, data: ['0x64', '0xa4', '0x31', '0xa4', '0x3f', '0x15', '0x00', '0xac'], timestamp: 1723602107.9655738
id: 0x56a, data: ['0xab', '0x95', '0xd8', '0x2a', '0xb9', '0x2b', '0x4a', '0xec'], timestamp: 1723602107.985574
id: 0x369, data: ['0xaa', '0x00', '0x00', '0x6b', '0x63', '0x00', '0x00', '0x4c'], timestamp: 1723602108.005074
id: 0x285, data: ['0x00', '0x00', '0x45', '0x00', '0x2e', '0xd9', '0x3b', '0x00'], timestamp: 1723602108.025074
id: 0x075, data: ['0x32', '0x5a', '0x00', '0x00', '0x79', '0x52', '0x00', '0x00'], timestamp: 1723602108.0465736
id: 0x18b, data: ['0x00', '0xce', '0x00', '0xc6', '0xdd', '0x0e', '0xe3', '0x15'], timestamp: 1723602108.0670736
id: 0x0e3, data: ['0xbb', '0x7d', '0x01', '0x76', '0xbe', '0x00', '0x61', '0xc3'], timestamp: 1723602108.0870736
id: 0x518, data: ['0x00', '0x00', '0xe2', '0xe4', '0xdf', '0x00', '0xf2', '0x00'], timestamp: 1723602108.1070738
id: 0x19c, data: ['0x00', '0xdb', '0x38', '0x78', '0x89', '0x04', '0x78', '0x63'], timestamp: 1723602108.1265738
id: 0x591, data: ['0x87', '0x00', '0xbc', '0x7b', '0x4a', '0x00', '0x52', '0x4e'], timestamp: 1723602108.1465735
id: 0x5ff, data: ['0xda', '0x48', '0xed', '0x58', '0x7c', '0x48', '0xf2', '0x92'], timestamp: 1723602108.1680737
id: 0x0cc, data: ['0x58', '0x7e', '0x00', '0x4f', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602108.1885738
id: 0x664, data: ['0x75', '0x0d', '0x08', '0x10', '0xc4', '0x00', '0x85', '0x65'], timestamp: 1723602108.2085736
id: 0x207, data: ['0x00', '0x92', '0xb7', '0xa8', '0xcc', '0xb6', '0x00', '0x3a'], timestamp: 1723602108.2295737
id: 0x5e7, data: ['0x00', '0x47', '0x00', '0xf8', '0x02', '0x00', '0x00', '0x00'], timestamp: 1723602108.2500741
id: 0x59b, data: ['0xf0', '0x75', '0x2a', '0x37', '0xa1', '0xdc', '0xe5', '0xed'], timestamp: 1723602108.2695737
id: 0x631, data: ['0x00', '0x00', '0x3a', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602108.2900739
id: 0x1ab, data: ['0x00', '0x7f', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602108.311574
id: 0x107, data: ['0xf9', '0x97', '0x16', '0xbe', '0x22', '0x0c', '0x35', '0x83'], timestamp: 1723602108.3320737
id: 0x7a2, data: ['0x00', '0x00', '0xa1', '0x00', '0xe2', '0x00', '0x00', '0xf3'], timestamp: 1723602108.3675754
id: 0x771, data: ['0x00', '0x00', '0x8a', '0x6a', '0x24', '0xce', '0xb8', '0x7e'], timestamp: 1723602108.406074
id: 0x195, data: ['0xc4', '0x1e', '0x62', '0x00', '0x7e', '0xf6', '0x00', '0x00'], timestamp: 1723602108.4290736
id: 0x2b7, data: ['0x4f', '0x00', '0x00', '0x00', '0xf7', '0xe8', '0xd4', '0xfa'], timestamp: 1723602108.4510741
id: 0x1e6, data: ['0x00', '0x00', '0xe2', '0x00', '0x8d', '0x00', '0x00', '0x4a'], timestamp: 1723602108.4730737
id: 0x0b2, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xcd', '0x00'], timestamp: 1723602108.4955747
id: 0x371, data: ['0xcf', '0x00', '0x00', '0x00', '0x75', '0x00', '0x00', '0x00'], timestamp: 1723602108.5195742
id: 0x420, data: ['0xa2', '0xaa', '0xdf', '0x31', '0x3b', '0x44', '0x3a', '0x8c'], timestamp: 1723602108.5420747
id: 0x3d9, data: ['0x00', '0x00', '0x45', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602108.5735765
id: 0x525, data: ['0xf3', '0x44', '0x67', '0xc3', '0xd1', '0xce', '0x6d', '0x98'], timestamp: 1723602108.6055744
id: 0x126, data: ['0x5b', '0x8c', '0x45', '0x40', '0x76', '0x2e', '0x69', '0x9d'], timestamp: 1723602108.6285737
id: 0x4d9, data: ['0x85', '0x72', '0xc7', '0x00', '0x00', '0xc1', '0x00', '0xab'], timestamp: 1723602108.6505744
id: 0x035, data: ['0xf6', '0x9d', '0x3e', '0x0d', '0x00', '0x00', '0x00', '0x70'], timestamp: 1723602108.675574
id: 0x137, data: ['0xcc', '0x3e', '0x00', '0xb8', '0x00', '0x38', '0x37', '0x89'], timestamp: 1723602108.6965747
id: 0x527, data: ['0xfd', '0x71', '0x00', '0x25', '0xa9', '0x7a', '0x00', '0x28'], timestamp: 1723602108.7220745
id: 0x1ce, data: ['0x23', '0x36', '0x00', '0x6c', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602108.750076
id: 0x4ef, data: ['0x00', '0x00', '0x89', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602108.7755773
id: 0x5cb, data: ['0x00', '0x7b', '0x1a', '0x3c', '0xc9', '0xd3', '0x00', '0xb7'], timestamp: 1723602108.8020763
id: 0x228, data: ['0x00', '0x00', '0x38', '0x3e', '0x4f', '0x00', '0x35', '0x00'], timestamp: 1723602108.8310766
id: 0x6d7, data: ['0x00', '0x00', '0x00', '0xbd', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602108.856574
id: 0x356, data: ['0x30', '0xdf', '0xfe', '0x1f', '0x18', '0xce', '0x83', '0x42'], timestamp: 1723602108.8760748
id: 0x4ff, data: ['0x3b', '0xdf', '0x00', '0x00', '0x00', '0xad', '0x25', '0x6d'], timestamp: 1723602108.8995745
id: 0x182, data: ['0xea', '0x00', '0x00', '0x0c', '0x00', '0x00', '0x94', '0x00'], timestamp: 1723602108.9205735
id: 0x4c4, data: ['0x03', '0xb5', '0x1c', '0x95', '0x5e', '0x94', '0x00', '0x9f'], timestamp: 1723602108.9445763
id: 0x136, data: ['0x00', '0x00', '0x00', '0x9a', '0x00', '0xa2', '0xe8', '0xed'], timestamp: 1723602108.9775743
id: 0x431, data: ['0x00', '0x00', '0xca', '0x00', '0xbc', '0x00', '0x00', '0x00'], timestamp: 1723602109.015574
id: 0x3a1, data: ['0x95', '0x00', '0x00', '0x22', '0x00', '0x01', '0x94', '0x4c'], timestamp: 1723602109.0595741
id: 0x741, data: ['0x00', '0xd6', '0x6a', '0x7f', '0xcc', '0x43', '0x87', '0x34'], timestamp: 1723602109.0880759
id: 0x6af, data: ['0x00', '0x00', '0xe2', '0xe4', '0x00', '0x7e', '0x00', '0x7e'], timestamp: 1723602109.1150742
id: 0x191, data: ['0x92', '0xed', '0xf8', '0xce', '0x90', '0x34', '0x39', '0x0b'], timestamp: 1723602109.1425738
id: 0x2fb, data: ['0xbb', '0xaa', '0x0c', '0x00', '0x00', '0x00', '0xb6', '0x9b'], timestamp: 1723602109.1645744
id: 0x29a, data: ['0x00', '0xa9', '0x00', '0x39', '0xfe', '0x15', '0x00', '0x00'], timestamp: 1723602109.1890748
id: 0x71f, data: ['0x00', '0x00', '0x00', '0x00', '0xb6', '0x00', '0x08', '0x00'], timestamp: 1723602109.214574
id: 0x54e, data: ['0xf8', '0x8d', '0xcd', '0x00', '0x00', '0x00', '0xe4', '0x00'], timestamp: 1723602109.2390757
id: 0x42f, data: ['0x50', '0x81', '0xfd', '0x00', '0x98', '0x00', '0xac', '0x6d'], timestamp: 1723602109.262074
id: 0x6a5, data: ['0xb0', '0x3f', '0x8f', '0x40', '0x97', '0x3e', '0xfb', '0x73'], timestamp: 1723602109.2810736
id: 0x4a5, data: ['0x75', '0x00', '0x68', '0x00', '0x83', '0xea', '0x00', '0x00'], timestamp: 1723602109.3015735
id: 0x6aa, data: ['0xac', '0xef', '0xae', '0xf2', '0x15', '0xa6', '0x00', '0xf4'], timestamp: 1723602109.3215733
id: 0x1ad, data: ['0xc3', '0xc8', '0xca', '0x08', '0x5d', '0xd8', '0x35', '0xd0'], timestamp: 1723602109.3410738
id: 0x3f5, data: ['0x4b', '0x00', '0xdf', '0xd3', '0x00', '0x00', '0xea', '0x5d'], timestamp: 1723602109.3620741
id: 0x53e, data: ['0x00', '0x00', '0xf2', '0x73', '0x00', '0xbe', '0x00', '0x00'], timestamp: 1723602109.3845737
id: 0x41c, data: ['0x00', '0x00', '0x00', '0x59', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602109.4055748
id: 0x1b5, data: ['0x00', '0x00', '0x00', '0xd0', '0x00', '0x00', '0x00', '0x92'], timestamp: 1723602109.4270747
id: 0x52c, data: ['0x00', '0x00', '0x00', '0x00', '0x53', '0xa7', '0x1d', '0x9f'], timestamp: 1723602109.4480748
id: 0x1c6, data: ['0x0e', '0x00', '0x51', '0x4e', '0xb1', '0xb0', '0x57', '0x00'], timestamp: 1723602109.474074
id: 0x095, data: ['0x00', '0x00', '0xd0', '0x00', '0x00', '0xa1', '0x7d', '0x00'], timestamp: 1723602109.494574
id: 0x2c8, data: ['0x00', '0x00', '0x00', '0x98', '0xf2', '0x7b', '0x00', '0x08'], timestamp: 1723602109.5155737
id: 0x203, data: ['0xfe', '0xf5', '0x00', '0x7f', '0x41', '0x4c', '0x9e', '0xd0'], timestamp: 1723602109.536074
id: 0x269, data: ['0x86', '0xc8', '0xea', '0x20', '0xf2', '0xeb', '0x00', '0x00'], timestamp: 1723602109.555574
id: 0x0c8, data: ['0x4c', '0xb3', '0xa6', '0xf2', '0x66', '0xb7', '0xf7', '0xd3'], timestamp: 1723602109.5780733
id: 0x08d, data: ['0x61', '0x22', '0x00', '0x5e', '0x00', '0x10', '0x2c', '0x81'], timestamp: 1723602109.599574
id: 0x0b2, data: ['0x15', '0x00', '0x00', '0x00', '0x00', '0xe1', '0x00', '0x0b'], timestamp: 1723602109.6200738
id: 0x1fd, data: ['0x00', '0xe5', '0xb9', '0x09', '0x23', '0x41', '0x1e', '0xda'], timestamp: 1723602109.6410737
id: 0x74d, data: ['0x7a', '0xd9', '0x8e', '0x3d', '0xdc', '0x1c', '0x1e', '0x14'], timestamp: 1723602109.6615736
id: 0x27a, data: ['0x8b', '0x00', '0x00', '0x94', '0x8e', '0x00', '0x49', '0x00'], timestamp: 1723602109.6820738
id: 0x07d, data: ['0x00', '0x33', '0x00', '0x4e', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602109.7020738
id: 0x290, data: ['0x00', '0x00', '0x00', '0x00', '0xd3', '0x00', '0x00', '0x00'], timestamp: 1723602109.7220743
id: 0x118, data: ['0x00', '0x9f', '0x56', '0x46', '0x88', '0x00', '0x00', '0x00'], timestamp: 1723602109.742073
id: 0x05d, data: ['0xcf', '0x00', '0xb4', '0x5f', '0x53', '0xba', '0xc3', '0x69'], timestamp: 1723602109.7645755
id: 0x086, data: ['0x00', '0x18', '0x00', '0x00', '0x00', '0x2d', '0x00', '0x00'], timestamp: 1723602109.7855737
id: 0x364, data: ['0x00', '0xa0', '0x00', '0x00', '0x00', '0x2a', '0x00', '0x00'], timestamp: 1723602109.8050742
id: 0x505, data: ['0xb0', '0xf1', '0xfe', '0xbe', '0xd8', '0x0d', '0xd2', '0x60'], timestamp: 1723602109.8265738
id: 0x3e2, data: ['0x00', '0x00', '0x2b', '0x00', '0x00', '0x66', '0x00', '0x4f'], timestamp: 1723602109.8480737
id: 0x14e, data: ['0x00', '0x00', '0x5e', '0x00', '0xdd', '0x00', '0x43', '0xec'], timestamp: 1723602109.868074
id: 0x396, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x7a', '0x00'], timestamp: 1723602109.888575
id: 0x59c, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x09', '0x00', '0x1b'], timestamp: 1723602109.908074
id: 0x394, data: ['0x00', '0x48', '0x22', '0x00', '0x00', '0x00', '0xfe', '0x00'], timestamp: 1723602109.9270735
id: 0x193, data: ['0x6c', '0xc3', '0x00', '0xf5', '0x00', '0x00', '0x5b', '0x00'], timestamp: 1723602109.947574
id: 0x29b, data: ['0xa6', '0xab', '0x90', '0x00', '0x1f', '0x00', '0x1d', '0x00'], timestamp: 1723602109.9670742
id: 0x666, data: ['0x68', '0x00', '0x99', '0x65', '0x00', '0x00', '0x86', '0x00'], timestamp: 1723602109.9880738
id: 0x5fd, data: ['0xc7', '0xa6', '0xeb', '0x37', '0x00', '0x6c', '0xeb', '0xce'], timestamp: 1723602110.0105746
id: 0x6fb, data: ['0xa9', '0x84', '0x79', '0x90', '0x3a', '0xc3', '0xaf', '0x5f'], timestamp: 1723602110.033074
id: 0x6fa, data: ['0x7a', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xab'], timestamp: 1723602110.054074
id: 0x3a6, data: ['0x96', '0x00', '0x00', '0xf2', '0x00', '0x00', '0x00', '0x12'], timestamp: 1723602110.0745738
id: 0x2c9, data: ['0xd9', '0x04', '0xbf', '0x00', '0x00', '0xb7', '0x00', '0x81'], timestamp: 1723602110.0945735
id: 0x1d4, data: ['0x4d', '0x00', '0x00', '0x8a', '0x6f', '0x92', '0xdf', '0x8b'], timestamp: 1723602110.1150734
id: 0x68e, data: ['0x00', '0x2a', '0x00', '0x2f', '0x51', '0x1e', '0x00', '0xa3'], timestamp: 1723602110.135074
id: 0x388, data: ['0x6b', '0xd1', '0xba', '0x90', '0x34', '0x0f', '0x8b', '0x12'], timestamp: 1723602110.1550744
id: 0x3f5, data: ['0x00', '0xd7', '0x7b', '0x00', '0x00', '0x06', '0x76', '0x75'], timestamp: 1723602110.1750739
id: 0x732, data: ['0x0f', '0x00', '0x00', '0x00', '0x00', '0x57', '0x00', '0x00'], timestamp: 1723602110.1960738
id: 0x795, data: ['0x00', '0x00', '0x75', '0x00', '0x00', '0x5a', '0x00', '0x00'], timestamp: 1723602110.216574
id: 0x501, data: ['0x62', '0x2d', '0x00', '0x10', '0x5e', '0x34', '0x00', '0x57'], timestamp: 1723602110.2355735
id: 0x128, data: ['0xf8', '0x7c', '0x41', '0xc1', '0x32', '0x78', '0x1e', '0xfe'], timestamp: 1723602110.2550738
id: 0x25c, data: ['0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xaa', '0x00'], timestamp: 1723602110.2750738
id: 0x25d, data: ['0x35', '0x28', '0x6a', '0x35', '0x51', '0xa8', '0x5d', '0x87'], timestamp: 1723602110.2950737
id: 0x3fa, data: ['0x00', '0x00', '0x02', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602110.315574
id: 0x0d3, data: ['0x91', '0xe7', '0x72', '0x00', '0xbb', '0x8c', '0xb8', '0xca'], timestamp: 1723602110.335574
id: 0x1f8, data: ['0x28', '0x03', '0xa8', '0xa9', '0x5a', '0x9a', '0x00', '0x0b'], timestamp: 1723602110.3550737
id: 0x3f1, data: ['0x06', '0x4a', '0x00', '0xed', '0x1e', '0xfb', '0xde', '0x57'], timestamp: 1723602110.3750741
id: 0x62b, data: ['0x00', '0x00', '0xca', '0x6e', '0x42', '0x00', '0x00', '0x00'], timestamp: 1723602110.394574
id: 0x2c9, data: ['0xb0', '0xaa', '0x2f', '0x00', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602110.4145741
id: 0x037, data: ['0xb1', '0x00', '0x00', '0xfd', '0x11', '0x8e', '0x00', '0x0e'], timestamp: 1723602110.4800737
id: 0x558, data: ['0x00', '0x1b', '0x31', '0x49', '0x47', '0x1a', '0x00', '0x00'], timestamp: 1723602110.5050747
id: 0x5e9, data: ['0x00', '0xe2', '0x3b', '0xa1', '0xfa', '0x00', '0xdf', '0x00'], timestamp: 1723602110.5260758
id: 0x6fe, data: ['0x00', '0x00', '0x00', '0xbf', '0x00', '0x10', '0x00', '0x08'], timestamp: 1723602110.546574
id: 0x1cd, data: ['0x00', '0x9d', '0x00', '0xda', '0x00', '0x4b', '0x00', '0x00'], timestamp: 1723602110.5695748
id: 0x6e3, data: ['0x00', '0x74', '0xee', '0x7f', '0xdb', '0xe3', '0x74', '0x2b'], timestamp: 1723602110.5940764
id: 0x3b4, data: ['0x7b', '0x00', '0x00', '0x9f', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602110.6310754
id: 0x6c4, data: ['0x02', '0xd8', '0xe8', '0x28', '0xc4', '0xbf', '0xd3', '0x20'], timestamp: 1723602110.657574
id: 0x65a, data: ['0x71', '0x9e', '0x02', '0x00', '0x00', '0x70', '0x00', '0xd3'], timestamp: 1723602110.6775737
id: 0x3e7, data: ['0x00', '0x49', '0xe4', '0x00', '0xdb', '0x1d', '0xf6', '0xe5'], timestamp: 1723602110.6965737
id: 0x397, data: ['0x00', '0x00', '0x04', '0x00', '0xd6', '0x00', '0x00', '0x00'], timestamp: 1723602110.715574
id: 0x610, data: ['0x00', '0x00', '0x00', '0x51', '0x00', '0x00', '0x00', '0x00'], timestamp: 1723602110.7345738
id: 0x66e, data: ['0xac', '0x00', '0xf5', '0x42', '0x9c', '0x62', '0x90', '0x6c'], timestamp: 1723602110.754074
id: 0x638, data: ['0x00', '0xc3', '0x32', '0x24', '0x00', '0xc9', '0xf5', '0x3e'], timestamp: 1723602110.7745736
id: 0x29a, data: ['0x00', '0x00', '0x35', '0x0d', '0xe7', '0x09', '0x1e', '0xaf'], timestamp: 1723602110.7940738
id: 0x7b4, data: ['0x7e', '0x10', '0x84', '0x58', '0x54', '0xdd', '0x98', '0x49'], timestamp: 1723602110.8135736
id: 0x039, data: ['0x3a', '0xef', '0x3f', '0xca', '0xab', '0x2e', '0x92', '0xb2'], timestamp: 1723602110.8340738
id: 0x20c, data: ['0x2f', '0xb0', '0x9c', '0x00', '0x00', '0xc9', '0x00', '0x00'], timestamp: 1723602110.8535738
id: 0x65d, data: ['0xe8', '0xa5', '0xf9', '0x00', '0x6d', '0xa7', '0x0b', '0x5a'], timestamp: 1723602110.8730743
